id,category_1,category_2,category_3,color_type,life_style,fabric,weight_of_fabric,neck_style,form_type,sleeve_type,washing_style,fabric_type
241,T-shirts,MENSWEAR,Trendy Shirts,Gray,Urban Style,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
242,T-shirts,MENSWEAR,Trendy Shirts,Blue,Urban Style,Nubbly,Light,Bycyle,Normal,Short,Mid,Cotton
243,T-shirts,MENSWEAR,Trendy Shirts,Red,Urban Style,Nubbly,Light,Bycyle,Normal,Short,Mid,Cotton
244,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
245,T-shirts,MENSWEAR,Trendy Shirts,Gray,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
246,T-shirts,MENSWEAR,Simple,White,Basics,versatile,Medium,Bycyle,Fit,Long,Light,Cotton
247,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,versatile,Medium,V Style,Fit,Short,Mid,Cotton
248,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,versatile,Medium,V Style,Fit,Short,Mid,Cotton
249,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,versatile,Medium,V Style,Fit,Short,Mid,Cotton
250,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,versatile,Medium,Bycyle,Narrow,Short,Light,Cotton
251,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,versatile,Medium,Bycyle,Narrow,Short,Light,Cotton
252,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,versatile,Light,Bycyle,Fit,Short,Mid,Cotton
253,T-shirts,MENSWEAR,Colorful Tees,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
254,T-shirts,MENSWEAR,Trendy Shirts,Grey,Daily,Figure,Light,Bycyle,Fit,Short,Mid,Cotton
255,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,Pressed,Light,Bycyle,Fit,Short,Light,Cotton
256,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,Tabby,Light,Bycyle,Fit,Short,Light,Cotton
257,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,Tabby,Light,Bycyle,Fit,Short,Light,Cotton
258,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
259,T-shirts,MENSWEAR,Trendy Shirts,Yellow,Daily,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
260,T-shirts,MENSWEAR,Colorful Tees,Blue,Business Based,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
261,T-shirts,MENSWEAR,Colorful Tees,Blue,Business Based,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
262,T-shirts,MENSWEAR,Colorful Tees,Blue,Business Based,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
263,T-shirts,MENSWEAR,Trendy Shirts,Red,Cool,Tabby,Light,Bycyle,Fit,Short,Light,Cotton
264,T-shirts,MENSWEAR,Trendy Shirts,Grey,Cool,Pressed,Light,Bycyle,Fit,Short,Light,Cotton
265,T-shirts,MENSWEAR,Trendy Shirts,White,Cool,Pressed,Light,Bycyle,Fit,Short,Light,Cotton
266,T-shirts,MENSWEAR,Trendy Shirts,White,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
267,T-shirts,MENSWEAR,Colorful Tees,White,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
268,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
269,T-shirts,MENSWEAR,Simple,Blue,Cool,Tabby,Medium,Bycyle,Narrow,Short,washless,Cotton
270,T-shirts,MENSWEAR,Trendy Shirts,White,Cool,Tabby,Light,Bycyle,Fit,Short,Light,Cotton
271,T-shirts,MENSWEAR,Colorful Tees,Black,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
272,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
273,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Fit,Short,Mid,Indigotic
274,T-shirts,MENSWEAR,Simple,Blue,Urban Style,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
275,T-shirts,MENSWEAR,Simple,Black,Urban Style,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
276,T-shirts,MENSWEAR,Colorful Tees,Black,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
277,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
278,T-shirts,MENSWEAR,Colorful Tees,Green,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
279,T-shirts,MENSWEAR,Colorful Tees,Grey,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
280,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
281,T-shirts,MENSWEAR,Colorful Tees,Green,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
282,T-shirts,MENSWEAR,Long Sleeves,Black,Business Based,Pressed,Medium,Bycyle,Narrow,Long,Light,Cotton
283,T-shirts,MENSWEAR,Colorful Tees,Red,Business Based,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
284,T-shirts,MENSWEAR,Colorful Tees,Gray,Business Based,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
285,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,versatile,Medium,V Style,Fit,Short,Mid,Cotton
286,T-shirts,MENSWEAR,Colorful Tees,Red,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
287,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
288,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Tabby,Medium,Bycyle,Fit,Short,Light,Cotton
289,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
290,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
291,T-shirts,MENSWEAR,Simple,Blue,Urban Style,versatile,Light,Bycyle,Narrow,Short,washless,Decorative
292,T-shirts,MENSWEAR,Simple,White,Urban Style,versatile,Light,Bycyle,Narrow,Short,washless,Decorative
293,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
294,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
295,T-shirts,MENSWEAR,Simple,White,Cool,Tabby,Medium,Bycyle,Narrow,Short,washless,Cotton
296,T-shirts,MENSWEAR,Colorful Tees,Grey,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
297,T-shirts,MENSWEAR,Colorful Tees,White,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
298,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
299,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
300,T-shirts,MENSWEAR,Colorful Tees,White,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
301,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
302,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
303,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
304,T-shirts,MENSWEAR,Trendy Shirts,Grey,Daily,Pressed,Light,Bycyle,Narrow,Short,Light,Cotton
305,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,versatile,Medium,V Style,Fit,Short,Mid,Cotton
306,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,versatile,Medium,Bycyle,Narrow,Short,Light,Cotton
307,T-shirts,MENSWEAR,Colorful Tees,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
308,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Pressed,Light,Bycyle,Fit,Short,Mid,Cotton
309,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Figure,Light,Bycyle,Normal,Short,Light,Cotton
310,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
311,T-shirts,MENSWEAR,Trendy Shirts,Gray,Urban Style,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
312,T-shirts,MENSWEAR,Colorful Tees,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
313,T-shirts,MENSWEAR,Colorful Tees,Yellow,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
314,T-shirts,MENSWEAR,Simple,Red,Basics,versatile,Medium,Bycyle,Narrow,Short,Light,Cotton
315,T-shirts,MENSWEAR,Trendy Shirts,Grey,Cool,Pressed,Light,Bycyle,Fit,Short,Light,Cotton
316,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Medium,Bycyle,Narrow,Short,Light,Cotton
317,T-shirts,MENSWEAR,Long Sleeves,Grey,Basics,versatile,Medium,Bendy,Narrow,Long,washless,Cotton
318,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Fit,Short,Light,Cotton
319,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Medium,V Style,Narrow,Short,Light,Cotton
320,T-shirts,MENSWEAR,Simple,Blue,Basics,versatile,Medium,V Style,Narrow,Short,Light,Cotton
321,T-shirts,MENSWEAR,Simple,Blue,Basics,versatile,Medium,V Style,Narrow,Short,Light,Cotton
322,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Medium,V Style,Narrow,Short,Light,Cotton
323,T-shirts,MENSWEAR,Colorful Tees,Blue,Business Based,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
324,T-shirts,MENSWEAR,Long Sleeves,Red,Mark,Pressed,Medium,Bendy,Narrow,Long,Light,Cotton
325,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,Pressed,Medium,Bendy,Narrow,Long,Light,Cotton
326,T-shirts,MENSWEAR,Long Sleeves,Green,Mark,Pressed,Medium,Bendy,Narrow,Long,Light,Cotton
327,T-shirts,MENSWEAR,Long Sleeves,Red,Mark,versatile,Medium,Bendy,Normal,Long,washless,Cotton
328,T-shirts,MENSWEAR,Long Sleeves,Green,Mark,Pressed,Medium,Bendy,Narrow,Long,Light,Cotton
329,T-shirts,MENSWEAR,Long Sleeves,Red,Mark,versatile,,Bendy,Normal,Long,washless,Cotton
330,T-shirts,MENSWEAR,Trendy Shirts,Black,Daily,versatile,Medium,Bycyle,Very Large,Short,Light,Cotton
331,T-shirts,MENSWEAR,Colorful Tees,White,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
333,T-shirts,MENSWEAR,Simple,Black,Basics,versatile,Medium,V Style,Fit,Short,washless,Cotton
334,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,Figure,Medium,Bycyle,Normal,Long,washless,Cotton
335,T-shirts,MENSWEAR,Trendy Shirts,White,Cool,Pressed,Light,Bycyle,Fit,Short,Light,Cotton
336,T-shirts,MENSWEAR,Trendy Shirts,Grey,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
337,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,Pressed,Medium,Bendy,Narrow,Long,Light,Cotton
338,T-shirts,MENSWEAR,Long Sleeves,Green,Mark,Pressed,Medium,Bycyle,Narrow,Long,Light,Cotton
339,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,Pressed,Medium,Bycyle,Narrow,Long,Light,Cotton
340,T-shirts,MENSWEAR,Long Sleeves,Black,Mark,Pressed,Medium,Bycyle,Narrow,Long,Light,Cotton
341,T-shirts,MENSWEAR,Simple,Black,Basics,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
342,T-shirts,MENSWEAR,Colorful Tees,Grey,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
343,T-shirts,MENSWEAR,Trendy Shirts,Green,Urban Style,Tabby,Light,Classic,Narrow,Short,washless,Cotton
344,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
345,T-shirts,MENSWEAR,Long Sleeves,Blue,Cool,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
346,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
347,T-shirts,MENSWEAR,Simple,Black,Urban Style,versatile,Light,Bycyle,Narrow,Short,washless,Decorative
348,T-shirts,MENSWEAR,Trendy Shirts,Blue,Urban Style,Nubbly,Medium,Bycyle,Fit,Short,washless,Cotton
349,T-shirts,MENSWEAR,Trendy Shirts,Black,Urban Style,Nubbly,Medium,Bycyle,Fit,Short,washless,Cotton
350,T-shirts,MENSWEAR,Trendy Shirts,White,Cool,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
351,T-shirts,MENSWEAR,Colorful Tees,Gray,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
352,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
353,T-shirts,MENSWEAR,Trendy Shirts,Green,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
354,T-shirts,MENSWEAR,Simple,Blue,Basics,versatile,Medium,V Style,Narrow,Short,Light,Cotton
355,T-shirts,MENSWEAR,Long Sleeves,Blue,Daily,Figure,Medium,Bycyle,Narrow,Long,washless,Cotton
356,T-shirts,MENSWEAR,Long Sleeves,Blue,Urban Style,Figure,Medium,Bendy,Normal,Long,Light,Cotton
357,T-shirts,MENSWEAR,Long Sleeves,Black,Urban Style,Nubbly,Medium,High,Narrow,Long,washless,Cotton
358,T-shirts,MENSWEAR,Trendy Shirts,Gray,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
359,T-shirts,MENSWEAR,Long Sleeves,Black,Basics,versatile,Medium,Bycyle,Normal,Long,washless,Cotton
360,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,Figure,Medium,Bycyle,Normal,Long,Light,Cotton
361,T-shirts,MENSWEAR,Long Sleeves,Red,Mark,Figure,Medium,Bycyle,Normal,Long,Light,Cotton
362,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,Figure,Medium,Bycyle,Normal,Long,Light,Cotton
363,T-shirts,MENSWEAR,Long Sleeves,Red,Mark,Figure,Medium,Bycyle,Normal,Long,Light,Cotton
364,T-shirts,MENSWEAR,Simple,Blue,Basics,Nubbly,Light,Bycyle,Narrow,Long,washless,Cotton
365,T-shirts,MENSWEAR,Simple,Black,Basics,versatile,Light,Bycyle,Narrow,Long,washless,Cotton
366,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,Nubbly,Light,Bycyle,Narrow,Short,washless,Cotton
367,T-shirts,MENSWEAR,Long Sleeves,Grey,Mark,versatile,Medium,Bendy,Normal,Long,washless,Cotton
368,T-shirts,MENSWEAR,Long Sleeves,Blue,Mark,versatile,,Bendy,Normal,Long,washless,Cotton
369,T-shirts,MENSWEAR,Simple,Grey,Basics,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
370,T-shirts,MENSWEAR,Simple,White,Basics,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
371,T-shirts,MENSWEAR,Colorful Tees,Orange,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
372,T-shirts,MENSWEAR,Long Sleeves,Grey,Mark,Figure,Medium,Bendy,Normal,Long,washless,Cotton
373,T-shirts,MENSWEAR,Long Sleeves,Black,Mark,Figure,Medium,Bycyle,Normal,Long,washless,Cotton
374,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
375,T-shirts,MENSWEAR,Colorful Tees,White,Cool,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
376,Jumper,MENSWEAR,Jumper,Blue,Daily,Nubbly,Light,Bycyle,Narrow,Long,washless,Cotton
377,Jumper,MENSWEAR,Jumper,Green,Daily,versatile,Light,Bycyle,Narrow,Long,Mid,Cotton
378,Jumper,MENSWEAR,Jumper,White,Daily youth,Tabby,,V Style,Very Large,No Sleeve,washless,Cotton
379,Jumper,MENSWEAR,Jumper,White,Urban Style,versatile,Light,Bycyle,Fit,Long,Light,Cotton
380,Jumper,MENSWEAR,Jumper,Black,Urban Style,versatile,Light,Bycyle,Narrow,Long,washless,Cotton
381,Jumper,MENSWEAR,Jumper,Black,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
382,Jumper,MENSWEAR,Jumper,Green,Daily,versatile,Medium,Bycyle,Narrow,Long,Mid,Cotton
383,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Medium,Bycyle,Narrow,Long,Mid,Cotton
384,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Light,V Style,Fit,Long,washless,Cotton
385,Jumper,MENSWEAR,Jumper,Grey,Daily,Tabby,Medium,Bycyle,Narrow,Long,washless,Arc
386,Jumper,MENSWEAR,Jumper,Green,Daily,Nubbly,Light,Bycyle,Narrow,Long,washless,Cotton
387,Jumper,MENSWEAR,Jumper,Red,Urban Style,Nubbly,Heavy,High,Fit,Long,washless,Cotton
388,Jumper,MENSWEAR,Jumper,Black,Cool,versatile,Heavy,High,Normal,Long,washless,Cotton
389,Jumper,MENSWEAR,Jumper,Grey,Urban Style,Nubbly,Light,High,Narrow,Long,washless,Decorative
390,Jumper,MENSWEAR,Jumper,Green,Cool,versatile,Light,Bycyle,Narrow,Long,washless,Arc
391,Jumper,MENSWEAR,Jumper,Blue,Cool,versatile,Light,Bycyle,Narrow,Long,washless,Cotton
392,Jumper,MENSWEAR,Coat,Blue,Cool,versatile,Medium,High,Normal,Long,washless,Cotton
393,Jumper,MENSWEAR,Jumper,Grey,Daily,versatile,Light,Bycyle,Narrow,Long,Mid,Cotton
394,Jumper,MENSWEAR,Jumper,Black,Cool,versatile,,Bycyle,Fit,Short,washless,Cotton
395,Jumper,MENSWEAR,Jumper,Black,Daily,Nubbly,Medium,High,Narrow,Long,washless,Cotton
396,Jumper,MENSWEAR,Jumper,Black,Urban Style,Tabby,Medium,Bycyle,Fit,Long,washless,Cotton
397,Jumper,MENSWEAR,Jumper,Grey,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
398,Jumper,MENSWEAR,Jumper,Blue,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
399,Jumper,MENSWEAR,Jumper,Red,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
400,Jumper,MENSWEAR,Jumper,Black,Daily,Nubbly,Medium,Bendy,Narrow,Long,Mid,Cotton
401,Jumper,MENSWEAR,Coat,Blue,Daily,versatile,Medium,High,Narrow,Long,Mid,Cotton
402,Jumper,MENSWEAR,Coat,Black,Cool,versatile,Heavy,Bare,Normal,Long,washless,Arc
403,Jumper,MENSWEAR,Coat,Black,Cool,versatile,Heavy,,Normal,Long,washless,Arc
404,Jumper,MENSWEAR,Jumper,Grey,Urban Style,versatile,Light,Bycyle,Narrow,Long,Mid,Cotton
405,Jumper,MENSWEAR,Jumper,Red,Daily,Tabby,Medium,Bendy,Narrow,Long,washless,Decorative
406,Jumper,MENSWEAR,Coat,Black,Daily youth,versatile,Medium,Bare,Normal,Long,washless,Cotton
407,Jumper,MENSWEAR,Jumper,Black,Urban Style,Tabby,Light,Bendy,Fit,Long,washless,Cotton
408,Jumper,MENSWEAR,Jumper,Blue,Cool,Nubbly,Heavy,Bycyle,Fit,Long,washless,Decorative
409,Jumper,MENSWEAR,Jumper,Grey,Cool,versatile,Medium,Bycyle,Narrow,Long,washless,Cotton
410,Jumper,MENSWEAR,Coat,Blue,Cool,Nubbly,Heavy,High,Fit,Long,washless,Decorative
411,Jumper,MENSWEAR,Jumper,Blue,Daily,Nubbly,Light,Bycyle,Fit,Long,Mid,Cotton
412,Jumper,MENSWEAR,Jumper,Black,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
413,Jumper,MENSWEAR,Jumper,Grey,Daily,Nubbly,Medium,High,Narrow,Long,washless,Cotton
414,Jumper,MENSWEAR,Jumper,Black,Daily Sunday,versatile,Light,Bycyle,Normal,Long,washless,Cotton
415,Jumper,MENSWEAR,Coat,Red,Daily,versatile,Medium,Bendy,Narrow,Long,washless,Cotton
416,Jumper,MENSWEAR,Coat,Grey,Daily,versatile,Medium,Bendy,Narrow,Long,washless,Cotton
417,Jumper,MENSWEAR,Coat,Blue,Daily youth,versatile,Medium,Bare,Normal,Long,washless,Cotton
418,Jumper,MENSWEAR,Jumper,Yellow,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
419,Jumper,MENSWEAR,Jumper,Green,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Wool
420,Jumper,MENSWEAR,Jumper,Blue,Daily,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
421,Jumper,MENSWEAR,Jumper,Grey,Daily,versatile,Medium,Bycyle,Narrow,Long,washless,Cotton
422,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,Light,High,Narrow,Long,washless,Cotton
423,Jumper,MENSWEAR,Jumper,Black,Urban Style,versatile,Light,High,Narrow,Long,washless,Cotton
424,Jumper,MENSWEAR,Jumper,White,Daily,Nubbly,Light,Bycyle,Fit,Long,Mid,Cotton
425,Jumper,MENSWEAR,Jumper,Blue,Cool,Nubbly,Light,Bendy,Narrow,Long,washless,Cotton
426,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,Light,Bare,Normal,Long,Light,Cotton
427,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Light,Bycyle,Normal,Long,Mid,Cotton
428,Jumper,MENSWEAR,Jumper,Black,Urban Style,versatile,Light,Bendy,Normal,Long,Mid,Cotton
429,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,Light,Bycyle,Fit,Long,washless,Cotton
430,Jumper,MENSWEAR,Jumper,White,Cool,Nubbly,Medium,Bycyle,Narrow,Long,washless,Cotton
431,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Light,Bycyle,Normal,Long,washless,Cotton
432,Jumper,MENSWEAR,Jumper,Yellow,Daily,versatile,Light,Bycyle,Fit,Long,washless,Arc
433,Jumper,MENSWEAR,Jumper,Red,Daily,versatile,Light,Bendy,Normal,Long,washless,Cotton
434,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Light,Bycyle,Normal,Long,washless,Cotton
435,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,Light,Bycyle,Fit,Long,washless,Cotton
436,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,Light,Bycyle,Fit,Long,washless,Cotton
437,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,Light,Bycyle,Fit,Long,washless,Cotton
438,Jumper,MENSWEAR,Jumper,Grey,Daily,versatile,Light,Bendy,Fit,Long,Mid,Cotton
439,Jumper,MENSWEAR,Jumper,Blue,Urban Style,Tabby,Medium,Bycyle,Narrow,Long,washless,Cotton
440,Jumper,MENSWEAR,Jumper,Blue,Urban Style,versatile,Medium,Bare,Narrow,Long,washless,Arc
441,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Light,Bycyle,Normal,Long,washless,Wool
442,Jumper,MENSWEAR,Coat,Grey,Daily Sunday,versatile,Heavy,High,Normal,Long,washless,Arc
443,Jumper,MENSWEAR,Jumper,Grey,Daily Sunday,Pressed,Medium,Bycyle,Narrow,Long,washless,Cotton
444,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Light,Bendy,Fit,Long,washless,Cotton
445,Jumper,MENSWEAR,Jumper,Gray,Daily Sunday,versatile,Light,Bycyle,Normal,Long,Mid,Cotton
446,Jumper,MENSWEAR,Jumper,Blue,Daily Sunday,versatile,Light,Bycyle,Normal,Long,Mid,Cotton
447,Jumper,MENSWEAR,Jumper,Grey,Daily,versatile,Light,Bycyle,Fit,Long,washless,Cotton
448,Jumper,MENSWEAR,Jumper,Grey,Daily,versatile,Light,Bycyle,Fit,Long,washless,Cotton
449,Jumper,MENSWEAR,Jumper,Green,Cool,versatile,Light,Bycyle,Normal,Long,washless,Cotton
450,Jumper,MENSWEAR,Jumper,Red,Cool,versatile,Light,Bycyle,Normal,Long,washless,Cotton
451,Jumper,MENSWEAR,Jumper,Green,Daily,versatile,Light,Bendy,Fit,Long,Mid,Cotton
452,Jumper,MENSWEAR,Jumper,Black,Daily,versatile,Medium,Bycyle,Fit,Long,washless,Wool
453,Jumper,MENSWEAR,Coat,Black,Urban Style,versatile,Heavy,High,Normal,Long,washless,Arc
454,Jumper,MENSWEAR,Jumper,Black,Daily,Pressed,Medium,Bycyle,Normal,Long,washless,Wool
455,Jumper,MENSWEAR,Jumper,Blue,Daily Sunday,versatile,Medium,Bycyle,Normal,Long,washless,Cotton
456,Jumper,MENSWEAR,Jumper,Gray,Daily Sunday,versatile,Medium,Bycyle,Normal,Long,washless,Cotton
457,Jumper,MENSWEAR,Jumper,Orange,Daily,Tabby,,Bycyle,Narrow,Long,washless,Cotton
458,Jumper,MENSWEAR,Coat,Black,Urban Style,versatile,,Bendy,Narrow,Long,washless,Cotton
459,Jumper,MENSWEAR,Jumper,Black,Cool,versatile,,Bare,Normal,Long,washless,Cotton
460,Jumper,MENSWEAR,Jumper,Blue,Cool,versatile,,Classic,Narrow,Short,washless,Cotton
461,Jumper,MENSWEAR,Jumper,Blue,Cool,versatile,,Classic,Narrow,Short,washless,Cotton
462,Jumper,MENSWEAR,Jumper,Blue,Daily youth,Pressed,,Bycyle,Very Large,Long,washless,Cotton
463,Jumper,MENSWEAR,Jumper,,,,,,,,,
464,Jumper,MENSWEAR,Jumper,White,Daily,Pressed,Medium,Bycyle,Normal,Long,washless,Cotton
465,Jumper,MENSWEAR,Jumper,White,Daily,versatile,,Bycyle,Normal,Long,washless,Cotton
466,Jumper,MENSWEAR,Jumper,Red,Daily,versatile,,Bycyle,Normal,Long,washless,Cotton
467,Jumper,MENSWEAR,Jumper,Blue,Daily,versatile,,Bycyle,Normal,Long,washless,Cotton
468,Jumper,MENSWEAR,Jumper,Black,Urban Style,versatile,,Bendy,Normal,Long,washless,Cotton
469,Jumper,MENSWEAR,Jumper,Blue,Daily,Tabby,,Bycyle,Very Large,Long,washless,Cotton
470,Jumper,MENSWEAR,Jumper,White,Cool,versatile,,Bare,Normal,Long,washless,Cotton
471,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Mother style,,Heavy,Tick
472,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Mother style,,Heavy,Tick
473,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Casual Modern,versatile,Heavy,High,Mother style,,Mid,Tick
474,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Casual Modern,versatile,Medium,High,Mother style,,Light,Tick
475,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Mateoric,versatile,Medium,High,Very thin,,Light,Tick
476,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Very thin,,Light,Tick
477,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Very thin,,Light,Tick
478,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Bronze,versatile,Medium,High,Very thin,,Light,Tick
